date,area_name,category_name,demand_index
2025-03-23,T Nagar,Laundromat,894
2025-04-22,T Nagar,Laundromat,917
2025-05-22,T Nagar,Laundromat,911
2025-06-21,T Nagar,Laundromat,911
2025-07-21,T Nagar,Laundromat,890
2025-08-20,T Nagar,Laundromat,860
2025-09-19,T Nagar,Laundromat,843
2025-10-19,T Nagar,Laundromat,843
2025-11-18,T Nagar,Laundromat,808
2025-12-18,T Nagar,Laundromat,846
2026-01-17,T Nagar,Laundromat,851
2024-02-27,T Nagar,Clinic,314
2024-03-28,T Nagar,Clinic,311
2024-04-27,T Nagar,Clinic,356
2024-05-27,T Nagar,Clinic,363
2024-06-26,T Nagar,Clinic,328
2024-07-26,T Nagar,Clinic,331
2024-08-25,T Nagar,Clinic,304
2024-09-24,T Nagar,Clinic,266
2024-10-24,T Nagar,Clinic,272
2024-11-23,T Nagar,Clinic,263
2024-12-23,T Nagar,Clinic,245
2025-01-22,T Nagar,Clinic,268
2025-02-21,T Nagar,Clinic,318
2025-03-23,T Nagar,Clinic,320
2025-04-22,T Nagar,Clinic,347
2025-05-22,T Nagar,Clinic,371
2025-06-21,T Nagar,Clinic,334
2025-07-21,T Nagar,Clinic,333
2025-08-20,T Nagar,Clinic,307
2025-09-19,T Nagar,Clinic,298
2025-10-19,T Nagar,Clinic,254
2025-11-18,T Nagar,Clinic,272
2025-12-18,T Nagar,Clinic,257
2026-01-17,T Nagar,Clinic,302
2024-02-27,Adyar,Cafe,828
2024-03-28,Adyar,Cafe,852
2024-04-27,Adyar,Cafe,862
2024-05-27,Adyar,Cafe,889
2024-06-26,Adyar,Cafe,890
2024-07-26,Adyar,Cafe,847
2024-08-25,Adyar,Cafe,850
2024-09-24,Adyar,Cafe,835
2024-10-24,Adyar,Cafe,813
2024-11-23,Adyar,Cafe,809
2024-12-23,Adyar,Cafe,821
2025-01-22,Adyar,Cafe,848
2025-02-21,Adyar,Cafe,897
2025-03-23,Adyar,Cafe,892
2025-04-22,Adyar,Cafe,927
2025-05-22,Adyar,Cafe,928
2025-06-21,Adyar,Cafe,937
2025-07-21,Adyar,Cafe,942
2025-08-20,Adyar,Cafe,895
2025-09-19,Adyar,Cafe,902
2025-10-19,Adyar,Cafe,872
2025-11-18,Adyar,Cafe,876
2025-12-18,Adyar,Cafe,900
2026-01-17,Adyar,Cafe,927
2024-02-27,Adyar,Gym,541
2024-03-28,Adyar,Gym,571
2024-04-27,Adyar,Gym,607
2024-05-27,Adyar,Gym,619
2024-06-26,Adyar,Gym,659
2024-07-26,Adyar,Gym,646
2024-08-25,Adyar,Gym,650
2024-09-24,Adyar,Gym,658
2024-10-24,Adyar,Gym,660
2024-11-23,Adyar,Gym,650
2024-12-23,Adyar,Gym,696
2025-01-22,Adyar,Gym,739
2025-02-21,Adyar,Gym,771
2025-03-23,Adyar,Gym,853
2025-04-22,Adyar,Gym,892
2025-05-22,Adyar,Gym,931
2025-06-21,Adyar,Gym,944
2025-07-21,Adyar,Gym,967
2025-08-20,Adyar,Gym,977
2025-09-19,Adyar,Gym,966
2025-10-19,Adyar,Gym,977
2025-11-18,Adyar,Gym,1008
2025-12-18,Adyar,Gym,1054
2026-01-17,Adyar,Gym,1101
2024-02-27,Adyar,Restaurant,213
2024-03-28,Adyar,Restaurant,229
2024-04-27,Adyar,Restaurant,264
2024-05-27,Adyar,Restaurant,296
2024-06-26,Adyar,Restaurant,299
2024-07-26,Adyar,Restaurant,260
2024-08-25,Adyar,Restaurant,253
2024-09-24,Adyar,Restaurant,234
2024-10-24,Adyar,Restaurant,225
2024-11-23,Adyar,Restaurant,234
2024-12-23,Adyar,Restaurant,221
2025-01-22,Adyar,Restaurant,255
2025-02-21,Adyar,Restaurant,317
2025-03-23,Adyar,Restaurant,332
2025-04-22,Adyar,Restaurant,338
2025-05-22,Adyar,Restaurant,373
2025-06-21,Adyar,Restaurant,380
2025-07-21,Adyar,Restaurant,364
2025-08-20,Adyar,Restaurant,362
2025-09-19,Adyar,Restaurant,338
2025-10-19,Adyar,Restaurant,324
2025-11-18,Adyar,Restaurant,340
2025-12-18,Adyar,Restaurant,335
2026-01-17,Adyar,Restaurant,382
2024-02-27,Adyar,Medical Shop,691
2024-03-28,Adyar,Medical Shop,716
2024-04-27,Adyar,Medical Shop,775
2024-05-27,Adyar,Medical Shop,839
2024-06-26,Adyar,Medical Shop,848
2024-07-26,Adyar,Medical Shop,881
2024-08-25,Adyar,Medical Shop,898
2024-09-24,Adyar,Medical Shop,933
2024-10-24,Adyar,Medical Shop,959
2024-11-23,Adyar,Medical Shop,990
2024-12-23,Adyar,Medical Shop,1022
2025-01-22,Adyar,Medical Shop,1102
2025-02-21,Adyar,Medical Shop,1191
2025-03-23,Adyar,Medical Shop,1281
2025-04-22,Adyar,Medical Shop,1348
2025-05-22,Adyar,Medical Shop,1436
2025-06-21,Adyar,Medical Shop,1470
2025-07-21,Adyar,Medical Shop,1544
2025-08-20,Adyar,Medical Shop,1582
2025-09-19,Adyar,Medical Shop,1649
2025-10-19,Adyar,Medical Shop,1698
2025-11-18,Adyar,Medical Shop,1766
2025-12-18,Adyar,Medical Shop,1873
2026-01-17,Adyar,Medical Shop,1979
2024-02-27,Adyar,Supermarket,183
2024-03-28,Adyar,Supermarket,195
2024-04-27,Adyar,Supermarket,228
2024-05-27,Adyar,Supermarket,244
2024-06-26,Adyar,Supermarket,224
2024-07-26,Adyar,Supermarket,227
2024-08-25,Adyar,Supermarket,214
2024-09-24,Adyar,Supermarket,189
2024-10-24,Adyar,Supermarket,156
2024-11-23,Adyar,Supermarket,170
2024-12-23,Adyar,Supermarket,176
2025-01-22,Adyar,Supermarket,191
2025-02-21,Adyar,Supermarket,211
2025-03-23,Adyar,Supermarket,253
2025-04-22,Adyar,Supermarket,273
2025-05-22,Adyar,Supermarket,266
2025-06-21,Adyar,Supermarket,263
2025-07-21,Adyar,Supermarket,263
2025-08-20,Adyar,Supermarket,229
2025-09-19,Adyar,Supermarket,212
2025-10-19,Adyar,Supermarket,203
2025-11-18,Adyar,Supermarket,208
2025-12-18,Adyar,Supermarket,225
2026-01-17,Adyar,Supermarket,237
2024-02-27,Adyar,Clothing Store,270
2024-03-28,Adyar,Clothing Store,302
2024-04-27,Adyar,Clothing Store,309
2024-05-27,Adyar,Clothing Store,334
2024-06-26,Adyar,Clothing Store,306
2024-07-26,Adyar,Clothing Store,294
2024-08-25,Adyar,Clothing Store,261
2024-09-24,Adyar,Clothing Store,259
2024-10-24,Adyar,Clothing Store,227
2024-11-23,Adyar,Clothing Store,246
2024-12-23,Adyar,Clothing Store,225
2025-01-22,Adyar,Clothing Store,247
2025-02-21,Adyar,Clothing Store,304
2025-03-23,Adyar,Clothing Store,308
2025-04-22,Adyar,Clothing Store,317
2025-05-22,Adyar,Clothing Store,335
2025-06-21,Adyar,Clothing Store,344
2025-07-21,Adyar,Clothing Store,342
2025-08-20,Adyar,Clothing Store,286
2025-09-19,Adyar,Clothing Store,293
2025-10-19,Adyar,Clothing Store,253
2025-11-18,Adyar,Clothing Store,252
2025-12-18,Adyar,Clothing Store,264
2026-01-17,Adyar,Clothing Store,292
2024-02-27,Adyar,Salon,115
2024-03-28,Adyar,Salon,146
2024-04-27,Adyar,Salon,194
2024-05-27,Adyar,Salon,204
2024-06-26,Adyar,Salon,185
2024-07-26,Adyar,Salon,184
2024-08-25,Adyar,Salon,174
2024-09-24,Adyar,Salon,155
2024-10-24,Adyar,Salon,125
2024-11-23,Adyar,Salon,146
2024-12-23,Adyar,Salon,154
2025-01-22,Adyar,Salon,193
2025-02-21,Adyar,Salon,229
2025-03-23,Adyar,Salon,249
2025-04-22,Adyar,Salon,298
2025-05-22,Adyar,Salon,280
2025-06-21,Adyar,Salon,312
2025-07-21,Adyar,Salon,282
2025-08-20,Adyar,Salon,285
2025-09-19,Adyar,Salon,290
2025-10-19,Adyar,Salon,280
2025-11-18,Adyar,Salon,266
2025-12-18,Adyar,Salon,294
2026-01-17,Adyar,Salon,359
2024-02-27,Adyar,Bakery,221
2024-03-28,Adyar,Bakery,243
2024-04-27,Adyar,Bakery,277
2024-05-27,Adyar,Bakery,293
2024-06-26,Adyar,Bakery,291
2024-07-26,Adyar,Bakery,260
2024-08-25,Adyar,Bakery,265
2024-09-24,Adyar,Bakery,217
2024-10-24,Adyar,Bakery,228
2024-11-23,Adyar,Bakery,229
2024-12-23,Adyar,Bakery,214
2025-01-22,Adyar,Bakery,239
2025-02-21,Adyar,Bakery,254
2025-03-23,Adyar,Bakery,288
2025-04-22,Adyar,Bakery,304
2025-05-22,Adyar,Bakery,324
2025-06-21,Adyar,Bakery,327
2025-07-21,Adyar,Bakery,292
2025-08-20,Adyar,Bakery,288
2025-09-19,Adyar,Bakery,288
2025-10-19,Adyar,Bakery,260
2025-11-18,Adyar,Bakery,268
2025-12-18,Adyar,Bakery,275
2026-01-17,Adyar,Bakery,273
2024-02-27,Adyar,Electronics,389
2024-03-28,Adyar,Electronics,415
2024-04-27,Adyar,Electronics,429
2024-05-27,Adyar,Electronics,451
2024-06-26,Adyar,Electronics,466
2024-07-26,Adyar,Electronics,470
2024-08-25,Adyar,Electronics,434
2024-09-24,Adyar,Electronics,419
2024-10-24,Adyar,Electronics,407
2024-11-23,Adyar,Electronics,406
2024-12-23,Adyar,Electronics,424
2025-01-22,Adyar,Electronics,462
2025-02-21,Adyar,Electronics,504
2025-03-23,Adyar,Electronics,554
2025-04-22,Adyar,Electronics,574
2025-05-22,Adyar,Electronics,589
2025-06-21,Adyar,Electronics,605
2025-07-21,Adyar,Electronics,602
2025-08-20,Adyar,Electronics,560
2025-09-19,Adyar,Electronics,586
2025-10-19,Adyar,Electronics,545
2025-11-18,Adyar,Electronics,588
2025-12-18,Adyar,Electronics,584
2026-01-17,Adyar,Electronics,622
2024-02-27,Adyar,Bookstore,103
2024-03-28,Adyar,Bookstore,136
2024-04-27,Adyar,Bookstore,139
2024-05-27,Adyar,Bookstore,175
2024-06-26,Adyar,Bookstore,142
2024-07-26,Adyar,Bookstore,148
2024-08-25,Adyar,Bookstore,118
2024-09-24,Adyar,Bookstore,89
2024-10-24,Adyar,Bookstore,73
2024-11-23,Adyar,Bookstore,53
2024-12-23,Adyar,Bookstore,64
2025-01-22,Adyar,Bookstore,64
2025-02-21,Adyar,Bookstore,93
2025-03-23,Adyar,Bookstore,103
2025-04-22,Adyar,Bookstore,129
2025-05-22,Adyar,Bookstore,131
2025-06-21,Adyar,Bookstore,130
2025-07-21,Adyar,Bookstore,105
2025-08-20,Adyar,Bookstore,103
2025-09-19,Adyar,Bookstore,78
2025-10-19,Adyar,Bookstore,47
2025-11-18,Adyar,Bookstore,39
2025-12-18,Adyar,Bookstore,52
2026-01-17,Adyar,Bookstore,45
2024-02-27,Adyar,Co-working Space,190
2024-03-28,Adyar,Co-working Space,197
2024-04-27,Adyar,Co-working Space,229
2024-05-27,Adyar,Co-working Space,235
2024-06-26,Adyar,Co-working Space,241
2024-07-26,Adyar,Co-working Space,232
2024-08-25,Adyar,Co-working Space,217
2024-09-24,Adyar,Co-working Space,207
2024-10-24,Adyar,Co-working Space,168
2024-11-23,Adyar,Co-working Space,160
2024-12-23,Adyar,Co-working Space,188
2025-01-22,Adyar,Co-working Space,205
2025-02-21,Adyar,Co-working Space,223
2025-03-23,Adyar,Co-working Space,250
2025-04-22,Adyar,Co-working Space,270
2025-05-22,Adyar,Co-working Space,309
2025-06-21,Adyar,Co-working Space,284
2025-07-21,Adyar,Co-working Space,263
2025-08-20,Adyar,Co-working Space,258
2025-09-19,Adyar,Co-working Space,251
2025-10-19,Adyar,Co-working Space,246
2025-11-18,Adyar,Co-working Space,216
2025-12-18,Adyar,Co-working Space,233
2026-01-17,Adyar,Co-working Space,279
2024-02-27,Adyar,Hardware Store,262
2024-03-28,Adyar,Hardware Store,285
2024-04-27,Adyar,Hardware Store,300
2024-05-27,Adyar,Hardware Store,311
2024-06-26,Adyar,Hardware Store,325
2024-07-26,Adyar,Hardware Store,288
2024-08-25,Adyar,Hardware Store,267
2024-09-24,Adyar,Hardware Store,228
2024-10-24,Adyar,Hardware Store,222
2024-11-23,Adyar,Hardware Store,238
2024-12-23,Adyar,Hardware Store,239
2025-01-22,Adyar,Hardware Store,262
2025-02-21,Adyar,Hardware Store,278
2025-03-23,Adyar,Hardware Store,314
2025-04-22,Adyar,Hardware Store,328
2025-05-22,Adyar,Hardware Store,337
2025-06-21,Adyar,Hardware Store,341
2025-07-21,Adyar,Hardware Store,324
2025-08-20,Adyar,Hardware Store,289
2025-09-19,Adyar,Hardware Store,257
2025-10-19,Adyar,Hardware Store,248
2025-11-18,Adyar,Hardware Store,257
2025-12-18,Adyar,Hardware Store,251
2026-01-17,Adyar,Hardware Store,286
2024-02-27,Adyar,Pet Shop,790
2024-03-28,Adyar,Pet Shop,786
2024-04-27,Adyar,Pet Shop,820
2024-05-27,Adyar,Pet Shop,792
2024-06-26,Adyar,Pet Shop,797
2024-07-26,Adyar,Pet Shop,786
2024-08-25,Adyar,Pet Shop,758
2024-09-24,Adyar,Pet Shop,705
2024-10-24,Adyar,Pet Shop,702
2024-11-23,Adyar,Pet Shop,686
2024-12-23,Adyar,Pet Shop,671
2025-01-22,Adyar,Pet Shop,693
2025-02-21,Adyar,Pet Shop,685
2025-03-23,Adyar,Pet Shop,711
2025-04-22,Adyar,Pet Shop,743
2025-05-22,Adyar,Pet Shop,731
2025-06-21,Adyar,Pet Shop,708
2025-07-21,Adyar,Pet Shop,711
2025-08-20,Adyar,Pet Shop,665
2025-09-19,Adyar,Pet Shop,633
2025-10-19,Adyar,Pet Shop,618
2025-11-18,Adyar,Pet Shop,587
2025-12-18,Adyar,Pet Shop,608
2026-01-17,Adyar,Pet Shop,625
2024-02-27,Adyar,Laundromat,559
2024-03-28,Adyar,Laundromat,587
2024-04-27,Adyar,Laundromat,642
2024-05-27,Adyar,Laundromat,656
2024-06-26,Adyar,Laundromat,623
2024-07-26,Adyar,Laundromat,643
2024-08-25,Adyar,Laundromat,612
2024-09-24,Adyar,Laundromat,586
2024-10-24,Adyar,Laundromat,592
2024-11-23,Adyar,Laundromat,556
2024-12-23,Adyar,Laundromat,580
2025-01-22,Adyar,Laundromat,620
2025-02-21,Adyar,Laundromat,623
2025-03-23,Adyar,Laundromat,671
2025-04-22,Adyar,Laundromat,694
2025-05-22,Adyar,Laundromat,716
2025-06-21,Adyar,Laundromat,724
2025-07-21,Adyar,Laundromat,712
2025-08-20,Adyar,Laundromat,677
2025-09-19,Adyar,Laundromat,675
2025-10-19,Adyar,Laundromat,649
2025-11-18,Adyar,Laundromat,666
2025-12-18,Adyar,Laundromat,653
2026-01-17,Adyar,Laundromat,676
2024-02-27,Adyar,Clinic,361
2024-03-28,Adyar,Clinic,407
2024-04-27,Adyar,Clinic,428
2024-05-27,Adyar,Clinic,423
2024-06-26,Adyar,Clinic,407
2024-07-26,Adyar,Clinic,395
2024-08-25,Adyar,Clinic,400
2024-09-24,Adyar,Clinic,358
2024-10-24,Adyar,Clinic,361
2024-11-23,Adyar,Clinic,332
2024-12-23,Adyar,Clinic,337
2025-01-22,Adyar,Clinic,373
2025-02-21,Adyar,Clinic,409
2025-03-23,Adyar,Clinic,407
2025-04-22,Adyar,Clinic,463
2025-05-22,Adyar,Clinic,452
2025-06-21,Adyar,Clinic,443
2025-07-21,Adyar,Clinic,432
2025-08-20,Adyar,Clinic,409
2025-09-19,Adyar,Clinic,377
2025-10-19,Adyar,Clinic,380
2025-11-18,Adyar,Clinic,383
2025-12-18,Adyar,Clinic,388
2026-01-17,Adyar,Clinic,424
2024-02-27,Mylapore,Cafe,408
2024-03-28,Mylapore,Cafe,441
2024-04-27,Mylapore,Cafe,441
2024-05-27,Mylapore,Cafe,461
2024-06-26,Mylapore,Cafe,449
2024-07-26,Mylapore,Cafe,422
2024-08-25,Mylapore,Cafe,386
2024-09-24,Mylapore,Cafe,354
2024-10-24,Mylapore,Cafe,324
2024-11-23,Mylapore,Cafe,305
2024-12-23,Mylapore,Cafe,297
2025-01-22,Mylapore,Cafe,311
2025-02-21,Mylapore,Cafe,325
2025-03-23,Mylapore,Cafe,333
2025-04-22,Mylapore,Cafe,365
2025-05-22,Mylapore,Cafe,374
2025-06-21,Mylapore,Cafe,361
2025-07-21,Mylapore,Cafe,309
2025-08-20,Mylapore,Cafe,278
2025-09-19,Mylapore,Cafe,248
2025-10-19,Mylapore,Cafe,227
2025-11-18,Mylapore,Cafe,226
2025-12-18,Mylapore,Cafe,225
2026-01-17,Mylapore,Cafe,234
2024-02-27,Mylapore,Gym,846
2024-03-28,Mylapore,Gym,909
2024-04-27,Mylapore,Gym,930
2024-05-27,Mylapore,Gym,988
2024-06-26,Mylapore,Gym,1024
2024-07-26,Mylapore,Gym,1072
2024-08-25,Mylapore,Gym,1091
2024-09-24,Mylapore,Gym,1110
2024-10-24,Mylapore,Gym,1134
2024-11-23,Mylapore,Gym,1171
2024-12-23,Mylapore,Gym,1265
2025-01-22,Mylapore,Gym,1347
2025-02-21,Mylapore,Gym,1409
2025-03-23,Mylapore,Gym,1512
2025-04-22,Mylapore,Gym,1588
2025-05-22,Mylapore,Gym,1657
2025-06-21,Mylapore,Gym,1763
2025-07-21,Mylapore,Gym,1822
2025-08-20,Mylapore,Gym,1844
2025-09-19,Mylapore,Gym,1940
2025-10-19,Mylapore,Gym,2007
2025-11-18,Mylapore,Gym,2069
2025-12-18,Mylapore,Gym,2182
2026-01-17,Mylapore,Gym,2320
2024-02-27,Mylapore,Restaurant,651
2024-03-28,Mylapore,Restaurant,648
2024-04-27,Mylapore,Restaurant,691
2024-05-27,Mylapore,Restaurant,693
2024-06-26,Mylapore,Restaurant,671
2024-07-26,Mylapore,Restaurant,659
2024-08-25,Mylapore,Restaurant,607
2024-09-24,Mylapore,Restaurant,580
2024-10-24,Mylapore,Restaurant,561
2024-11-23,Mylapore,Restaurant,539
2024-12-23,Mylapore,Restaurant,529
2025-01-22,Mylapore,Restaurant,556
2025-02-21,Mylapore,Restaurant,587
2025-03-23,Mylapore,Restaurant,596
2025-04-22,Mylapore,Restaurant,606
2025-05-22,Mylapore,Restaurant,600
2025-06-21,Mylapore,Restaurant,602
2025-07-21,Mylapore,Restaurant,564
2025-08-20,Mylapore,Restaurant,541
2025-09-19,Mylapore,Restaurant,481
2025-10-19,Mylapore,Restaurant,463
2025-11-18,Mylapore,Restaurant,444
2025-12-18,Mylapore,Restaurant,457
2026-01-17,Mylapore,Restaurant,492
2024-02-27,Mylapore,Medical Shop,903
2024-03-28,Mylapore,Medical Shop,918
2024-04-27,Mylapore,Medical Shop,926
2024-05-27,Mylapore,Medical Shop,938
2024-06-26,Mylapore,Medical Shop,927
2024-07-26,Mylapore,Medical Shop,885
2024-08-25,Mylapore,Medical Shop,877
2024-09-24,Mylapore,Medical Shop,860
2024-10-24,Mylapore,Medical Shop,841
2024-11-23,Mylapore,Medical Shop,833
2024-12-23,Mylapore,Medical Shop,840
2025-01-22,Mylapore,Medical Shop,857
2025-02-21,Mylapore,Medical Shop,863
2025-03-23,Mylapore,Medical Shop,905
2025-04-22,Mylapore,Medical Shop,930
2025-05-22,Mylapore,Medical Shop,905
2025-06-21,Mylapore,Medical Shop,898
2025-07-21,Mylapore,Medical Shop,877
2025-08-20,Mylapore,Medical Shop,871
2025-09-19,Mylapore,Medical Shop,849
2025-10-19,Mylapore,Medical Shop,833
2025-11-18,Mylapore,Medical Shop,810
2025-12-18,Mylapore,Medical Shop,807
2026-01-17,Mylapore,Medical Shop,845
2024-02-27,Mylapore,Supermarket,371
2024-03-28,Mylapore,Supermarket,428
2024-04-27,Mylapore,Supermarket,432
2024-05-27,Mylapore,Supermarket,462
2024-06-26,Mylapore,Supermarket,462
2024-07-26,Mylapore,Supermarket,418
2024-08-25,Mylapore,Supermarket,428
2024-09-24,Mylapore,Supermarket,408
2024-10-24,Mylapore,Supermarket,379
2024-11-23,Mylapore,Supermarket,364
2024-12-23,Mylapore,Supermarket,379
2025-01-22,Mylapore,Supermarket,430
2025-02-21,Mylapore,Supermarket,459
2025-03-23,Mylapore,Supermarket,474
2025-04-22,Mylapore,Supermarket,498
2025-05-22,Mylapore,Supermarket,499
2025-06-21,Mylapore,Supermarket,514
2025-07-21,Mylapore,Supermarket,496
2025-08-20,Mylapore,Supermarket,470
2025-09-19,Mylapore,Supermarket,455
2025-10-19,Mylapore,Supermarket,435
2025-11-18,Mylapore,Supermarket,433
2025-12-18,Mylapore,Supermarket,480
2026-01-17,Mylapore,Supermarket,470
2024-02-27,Mylapore,Clothing Store,159
2024-03-28,Mylapore,Clothing Store,187
2024-04-27,Mylapore,Clothing Store,216
2024-05-27,Mylapore,Clothing Store,197
2024-06-26,Mylapore,Clothing Store,199
2024-07-26,Mylapore,Clothing Store,183
2024-08-25,Mylapore,Clothing Store,146
2024-09-24,Mylapore,Clothing Store,123
2024-10-24,Mylapore,Clothing Store,101
2024-11-23,Mylapore,Clothing Store,116
2024-12-23,Mylapore,Clothing Store,120
2025-01-22,Mylapore,Clothing Store,138
2025-02-21,Mylapore,Clothing Store,169
2025-03-23,Mylapore,Clothing Store,184
2025-04-22,Mylapore,Clothing Store,212
2025-05-22,Mylapore,Clothing Store,201
2025-06-21,Mylapore,Clothing Store,195
2025-07-21,Mylapore,Clothing Store,185
2025-08-20,Mylapore,Clothing Store,151
2025-09-19,Mylapore,Clothing Store,110
2025-10-19,Mylapore,Clothing Store,111
2025-11-18,Mylapore,Clothing Store,106
2025-12-18,Mylapore,Clothing Store,116
2026-01-17,Mylapore,Clothing Store,122
2024-02-27,Mylapore,Salon,949
2024-03-28,Mylapore,Salon,997
2024-04-27,Mylapore,Salon,1068
2024-05-27,Mylapore,Salon,1080
2024-06-26,Mylapore,Salon,1126
2024-07-26,Mylapore,Salon,1137
2024-08-25,Mylapore,Salon,1154
2024-09-24,Mylapore,Salon,1170
2024-10-24,Mylapore,Salon,1187
2024-11-23,Mylapore,Salon,1192
2024-12-23,Mylapore,Salon,1233
2025-01-22,Mylapore,Salon,1307
2025-02-21,Mylapore,Salon,1370
2025-03-23,Mylapore,Salon,1442
2025-04-22,Mylapore,Salon,1485
2025-05-22,Mylapore,Salon,1571
2025-06-21,Mylapore,Salon,1600
2025-07-21,Mylapore,Salon,1623
2025-08-20,Mylapore,Salon,1663
2025-09-19,Mylapore,Salon,1653
2025-10-19,Mylapore,Salon,1694
2025-11-18,Mylapore,Salon,1762
2025-12-18,Mylapore,Salon,1827
2026-01-17,Mylapore,Salon,1876
2024-02-27,Mylapore,Bakery,869
2024-03-28,Mylapore,Bakery,904
2024-04-27,Mylapore,Bakery,973
2024-05-27,Mylapore,Bakery,1014
2024-06-26,Mylapore,Bakery,1056
2024-07-26,Mylapore,Bakery,1075
2024-08-25,Mylapore,Bakery,1097
2024-09-24,Mylapore,Bakery,1112
2024-10-24,Mylapore,Bakery,1137
2024-11-23,Mylapore,Bakery,1152
2024-12-23,Mylapore,Bakery,1243
2025-01-22,Mylapore,Bakery,1314
2025-02-21,Mylapore,Bakery,1385
2025-03-23,Mylapore,Bakery,1461
2025-04-22,Mylapore,Bakery,1538
2025-05-22,Mylapore,Bakery,1613
2025-06-21,Mylapore,Bakery,1662
2025-07-21,Mylapore,Bakery,1684
2025-08-20,Mylapore,Bakery,1758
2025-09-19,Mylapore,Bakery,1804
2025-10-19,Mylapore,Bakery,1850
2025-11-18,Mylapore,Bakery,1896
2025-12-18,Mylapore,Bakery,1994
2026-01-17,Mylapore,Bakery,2082
2024-02-27,Mylapore,Electronics,809
2024-03-28,Mylapore,Electronics,856
2024-04-27,Mylapore,Electronics,916
2024-05-27,Mylapore,Electronics,973
2024-06-26,Mylapore,Electronics,1018
2024-07-26,Mylapore,Electronics,1023
2024-08-25,Mylapore,Electronics,1063
2024-09-24,Mylapore,Electronics,1070
2024-10-24,Mylapore,Electronics,1111
2024-11-23,Mylapore,Electronics,1161
2024-12-23,Mylapore,Electronics,1234
2025-01-22,Mylapore,Electronics,1320
2025-02-21,Mylapore,Electronics,1401
2025-03-23,Mylapore,Electronics,1483
2025-04-22,Mylapore,Electronics,1589
2025-05-22,Mylapore,Electronics,1633
2025-06-21,Mylapore,Electronics,1735
2025-07-21,Mylapore,Electronics,1793
2025-08-20,Mylapore,Electronics,1852
2025-09-19,Mylapore,Electronics,1889
2025-10-19,Mylapore,Electronics,1981
2025-11-18,Mylapore,Electronics,2053
2025-12-18,Mylapore,Electronics,2169
2026-01-17,Mylapore,Electronics,2267
2024-02-27,Mylapore,Bookstore,144
2024-03-28,Mylapore,Bookstore,176
2024-04-27,Mylapore,Bookstore,199
2024-05-27,Mylapore,Bookstore,226
2024-06-26,Mylapore,Bookstore,232
2024-07-26,Mylapore,Bookstore,213
2024-08-25,Mylapore,Bookstore,202
2024-09-24,Mylapore,Bookstore,192
2024-10-24,Mylapore,Bookstore,180
2024-11-23,Mylapore,Bookstore,163
2024-12-23,Mylapore,Bookstore,205
2025-01-22,Mylapore,Bookstore,240
2025-02-21,Mylapore,Bookstore,261
2025-03-23,Mylapore,Bookstore,287
2025-04-22,Mylapore,Bookstore,335
2025-05-22,Mylapore,Bookstore,352
2025-06-21,Mylapore,Bookstore,369
2025-07-21,Mylapore,Bookstore,369
2025-08-20,Mylapore,Bookstore,348
2025-09-19,Mylapore,Bookstore,341
2025-10-19,Mylapore,Bookstore,323
2025-11-18,Mylapore,Bookstore,362
2025-12-18,Mylapore,Bookstore,367
2026-01-17,Mylapore,Bookstore,426
2024-02-27,Mylapore,Co-working Space,557
2024-03-28,Mylapore,Co-working Space,615
2024-04-27,Mylapore,Co-working Space,632
2024-05-27,Mylapore,Co-working Space,648
2024-06-26,Mylapore,Co-working Space,674
2024-07-26,Mylapore,Co-working Space,664
2024-08-25,Mylapore,Co-working Space,657
2024-09-24,Mylapore,Co-working Space,662
2024-10-24,Mylapore,Co-working Space,668
2024-11-23,Mylapore,Co-working Space,680
2024-12-23,Mylapore,Co-working Space,719
2025-01-22,Mylapore,Co-working Space,762
2025-02-21,Mylapore,Co-working Space,808
2025-03-23,Mylapore,Co-working Space,871
2025-04-22,Mylapore,Co-working Space,914
2025-05-22,Mylapore,Co-working Space,972
2025-06-21,Mylapore,Co-working Space,995
2025-07-21,Mylapore,Co-working Space,981
2025-08-20,Mylapore,Co-working Space,988
2025-09-19,Mylapore,Co-working Space,1007
2025-10-19,Mylapore,Co-working Space,1028
2025-11-18,Mylapore,Co-working Space,1076
2025-12-18,Mylapore,Co-working Space,1091
2026-01-17,Mylapore,Co-working Space,1140
2024-02-27,Mylapore,Hardware Store,343
2024-03-28,Mylapore,Hardware Store,333
2024-04-27,Mylapore,Hardware Store,365
2024-05-27,Mylapore,Hardware Store,355
2024-06-26,Mylapore,Hardware Store,353
2024-07-26,Mylapore,Hardware Store,339
2024-08-25,Mylapore,Hardware Store,308
2024-09-24,Mylapore,Hardware Store,265
2024-10-24,Mylapore,Hardware Store,238
2024-11-23,Mylapore,Hardware Store,247
2024-12-23,Mylapore,Hardware Store,230
2025-01-22,Mylapore,Hardware Store,262
2025-02-21,Mylapore,Hardware Store,265
2025-03-23,Mylapore,Hardware Store,315
2025-04-22,Mylapore,Hardware Store,311
2025-05-22,Mylapore,Hardware Store,314
2025-06-21,Mylapore,Hardware Store,293
2025-07-21,Mylapore,Hardware Store,291
2025-08-20,Mylapore,Hardware Store,249
2025-09-19,Mylapore,Hardware Store,218
2025-10-19,Mylapore,Hardware Store,217
2025-11-18,Mylapore,Hardware Store,207
2025-12-18,Mylapore,Hardware Store,198
2026-01-17,Mylapore,Hardware Store,232
2024-02-27,Mylapore,Pet Shop,645
2024-03-28,Mylapore,Pet Shop,655
